nflId,displayName_x,position,totalTackles,pff_missedTackle,assists,displayName_y,club,side,within_1_yard,within_3_yards,within_5_yards,totalPlays,tackle_contribution_rate
47872,Bobby Okereke,ILB,48,4,23,Bobby Okereke,IND,Defense,55,64,67,283,0.19142857142857142
47956,Cole Holcomb,ILB,38,4,32,Cole Holcomb,WAS,Defense,55,46,59,232,0.2027491408934708
54487,Quay Walker,ILB,35,5,22,Quay Walker,GB,Defense,55,41,49,236,0.17192982456140352
47871,Cody Barton,MLB,34,3,22,Cody Barton,SEA,Defense,55,44,49,234,0.17314487632508835
41300,Christian Kirksey,OLB,34,6,20,Christian Kirksey,HOU,Defense,55,54,71,274,0.20579710144927535
46086,Derwin James,FS,37,5,30,Derwin James,LAC,Defense,55,52,64,285,0.1833810888252149
52435,Jordyn Brooks,ILB,61,10,23,Jordyn Brooks,SEA,Defense,55,64,82,323,0.20246913580246914
52436,Patrick Queen,ILB,39,9,14,Patrick Queen,BAL,Defense,54,60,63,273,0.1875
53509,Divine Deablo,OLB,39,7,34,Divine Deablo,LV,Defense,53,55,58,267,0.17846153846153845
46212,Ja'Whaun Bentley,ILB,18,2,31,Ja'Whaun Bentley,NE,Defense,52,47,57,229,0.1993006993006993
38607,Demario Davis,MLB,25,6,18,Demario Davis,NO,Defense,51,52,84,309,0.21374045801526717
42368,Shaq Thompson,ILB,38,9,28,Shaq Thompson,CAR,Defense,51,76,69,312,0.18110236220472442
43503,Elandon Roberts,ILB,25,9,26,Elandon Roberts,MIA,Defense,51,52,53,210,0.20152091254752852
47891,Julian Love,SS,31,3,23,Julian Love,NYG,Defense,50,37,61,235,0.20608108108108109
52473,Logan Wilson,ILB,35,2,16,Logan Wilson,CIN,Defense,50,46,63,274,0.18694362017804153
52431,Kenneth Murray,ILB,27,5,10,Kenneth Murray,LAC,Defense,48,30,52,193,0.21224489795918366
49410,Jalen Thompson,FS,43,2,13,Jalen Thompson,ARI,Defense,48,54,90,335,0.21176470588235294
52452,Grant Delpit,SS,33,5,14,Grant Delpit,CLE,Defense,48,45,61,259,0.190625
38588,Lavonte David,ILB,37,1,23,Lavonte David,TB,Defense,48,55,85,325,0.2073170731707317
43353,Kevin Byard,FS,34,3,22,Kevin Byard,TEN,Defense,48,33,66,283,0.18911174785100288
43350,Vonn Bell,SS,31,5,6,Vonn Bell,CIN,Defense,48,53,79,315,0.20050761421319796
47971,David Long,ILB,35,9,26,David Long,TEN,Defense,47,58,76,282,0.2122905027932961
42929,Alex Singleton,OLB,38,8,24,Alex Singleton,DEN,Defense,45,37,41,188,0.17903930131004367
44999,Chuck Clark,SS,37,6,17,Chuck Clark,BAL,Defense,45,38,77,294,0.20754716981132076
54653,Malcolm Rodriguez,ILB,32,6,11,Malcolm Rodriguez,DET,Defense,44,39,51,208,0.1969111969111969
47882,Mike Edwards,FS,31,10,21,Mike Edwards,TB,Defense,44,43,74,288,0.20441988950276244
46669,Jonathan Owens,FS,45,7,19,Jonathan Owens,HOU,Defense,43,50,64,256,0.2
53532,Ernest Jones,ILB,30,4,24,Ernest Jones,LA,Defense,43,44,41,207,0.16532258064516128
46259,DeShon Elliott,FS,39,4,12,DeShon Elliott,DET,Defense,43,36,56,251,0.18241042345276873
52663,Tae Crowder,ILB,22,11,14,Tae Crowder,NYG,Defense,42,44,52,206,0.20155038759689922
44957,Grover Stewart,DT,31,3,14,Grover Stewart,IND,Defense,42,46,68,252,0.2125
54513,Jaquan Brisker,SS,37,11,14,Jaquan Brisker,CHI,Defense,42,53,81,312,0.20610687022900764
52546,L'Jarius Sneed,CB,40,6,14,L'Jarius Sneed,KC,Defense,41,38,75,289,0.20604395604395603
44926,Rayshawn Jenkins,SS,35,16,17,Rayshawn Jenkins,JAX,Defense,41,46,74,319,0.18829516539440203
47931,Dre Greenlaw,ILB,30,4,18,Dre Greenlaw,SF,Defense,41,43,46,205,0.18326693227091634
46123,Jessie Bates,FS,23,4,15,Jessie Bates,CIN,Defense,41,46,75,313,0.19329896907216496
46142,Jerome Baker,ILB,35,7,14,Jerome Baker,MIA,Defense,41,55,73,296,0.1978319783197832
52505,Jacob Phillips,MLB,27,6,16,Jacob Phillips,CLE,Defense,41,42,43,173,0.19907407407407407
46138,B.J. Hill,DT,14,1,19,B.J. Hill,CIN,Defense,40,41,64,257,0.19937694704049844
47810,Johnathan Abram,SS,36,9,12,Johnathan Abram,LV,Defense,40,37,65,247,0.20833333333333334
52478,Brandon Jones,SS,24,6,23,Brandon Jones,MIA,Defense,39,36,45,188,0.19313304721030042
43497,Kamu Grugier-Hill,ILB,28,6,10,Kamu Grugier-Hill,HOU,Defense,39,28,42,185,0.18502202643171806
43298,Leonard Floyd,DE,13,2,18,Leonard Floyd,LA,Defense,39,32,60,235,0.2033898305084746
53469,Richie Grant,SS,39,8,22,Richie Grant,ATL,Defense,39,64,100,360,0.21739130434782608
43296,DeForest Buckner,DT,15,1,18,DeForest Buckner,IND,Defense,39,32,63,243,0.20588235294117646
47793,Devin Bush,ILB,25,1,18,Devin Bush,PIT,Defense,39,43,58,220,0.20863309352517986
53641,Damar Hamlin,SS,38,6,12,Damar Hamlin,BUF,Defense,38,30,51,212,0.19391634980988592
52416,Isaiah Simmons,DB,28,6,12,Isaiah Simmons,ARI,Defense,38,37,56,231,0.1951219512195122
47790,Josh Allen,OLB,11,4,9,Josh Allen,JAX,Defense,38,32,63,260,0.19504643962848298
46175,Josey Jewell,ILB,19,5,16,Josey Jewell,DEN,Defense,38,20,32,129,0.19875776397515527
52542,Jaylinn Hawkins,FS,28,6,19,Jaylinn Hawkins,ATL,Defense,38,38,75,285,0.20833333333333334
46307,Zach Sieler,DT,16,5,13,Zach Sieler,MIA,Defense,38,32,59,236,0.2
52706,Jonas Griffith,ILB,24,5,17,Jonas Griffith,DEN,Defense,37,31,49,190,0.20502092050209206
52415,Derrick Brown,DE,20,2,22,Derrick Brown,CAR,Defense,37,37,64,247,0.2057877813504823
41235,Anthony Barr,OLB,18,3,13,Anthony Barr,DAL,Defense,37,39,54,204,0.20930232558139536
37104,Cameron Heyward,DT,17,1,13,Cameron Heyward,PIT,Defense,37,39,60,217,0.21660649819494585
45004,Xavier Woods,FS,28,3,20,Xavier Woods,CAR,Defense,36,45,69,323,0.1760204081632653
47796,Christian Wilkins,DT,23,2,17,Christian Wilkins,MIA,Defense,36,45,62,250,0.1987179487179487
46080,Minkah Fitzpatrick,FS,26,2,17,Minkah Fitzpatrick,PIT,Defense,36,36,60,269,0.182370820668693
46135,Lorenzo Carter,OLB,13,3,11,Lorenzo Carter,ATL,Defense,36,38,77,301,0.2037037037037037
54504,Kyler Gordon,CB,35,9,10,Kyler Gordon,CHI,Defense,35,40,76,311,0.19638242894056848
42116,Adrian Phillips,SS,23,3,17,Adrian Phillips,NE,Defense,35,38,54,204,0.20930232558139536
46190,Taron Johnson,CB,34,6,13,Taron Johnson,BUF,Defense,35,42,59,264,0.1826625386996904
44991,Davon Godchaux,NT,12,2,18,Davon Godchaux,NE,Defense,35,36,59,196,0.23137254901960785
40074,William Gholston,DE,11,1,12,William Gholston,TB,Defense,35,26,44,162,0.21359223300970873
47974,Marcus Epps,SS,32,8,13,Marcus Epps,PHI,Defense,35,39,65,275,0.19117647058823528
46527,Frankie Luvu,ILB,33,12,11,Frankie Luvu,CAR,Defense,34,54,66,251,0.2082018927444795
42467,Kwon Alexander,OLB,25,4,16,Kwon Alexander,NYJ,Defense,34,31,48,190,0.20168067226890757
44903,John Johnson,FS,29,9,9,John Johnson,CLE,Defense,34,42,65,258,0.20123839009287925
47889,Maxx Crosby,DE,26,8,14,Maxx Crosby,LV,Defense,34,33,65,283,0.1867816091954023
52624,Kamren Curl,SS,32,1,13,Kamren Curl,WAS,Defense,34,45,62,241,0.20462046204620463
54466,Travon Walker,OLB,15,7,15,Travon Walker,JAX,Defense,34,40,70,270,0.20588235294117646
44925,Eddie Jackson,SS,45,10,19,Eddie Jackson,CHI,Defense,33,47,77,310,0.19896640826873385
35459,Kareem Jackson,SS,28,9,23,Kareem Jackson,DEN,Defense,33,44,66,303,0.17886178861788618
47881,Quincy Williams,OLB,35,9,13,Quincy Williams,NYJ,Defense,33,35,50,195,0.20408163265306123
52446,Yetur Gross-Matos,OLB,13,1,15,Yetur Gross-Matos,CAR,Defense,33,42,68,244,0.21794871794871795
46711,Ryan Neal,SS,24,3,6,Ryan Neal,SEA,Defense,32,24,54,193,0.21862348178137653
52497,Cameron Dantzler,CB,39,3,4,Cameron Dantzler,MIN,Defense,32,26,57,251,0.18506493506493507
53554,Camryn Bynum,FS,21,2,13,Camryn Bynum,MIN,Defense,32,47,68,295,0.18732782369146006
47826,Jahlani Tavai,ILB,14,0,15,Jahlani Tavai,NE,Defense,32,43,46,176,0.2072072072072072
46082,Daron Payne,DT,10,4,20,Daron Payne,WAS,Defense,31,33,68,267,0.20298507462686566
46521,Ben Niemann,ILB,14,1,8,Ben Niemann,ARI,Defense,31,29,36,129,0.21818181818181817
46264,Sebastian Joseph,NT,13,4,15,Sebastian Joseph,LAC,Defense,31,31,56,206,0.21374045801526717
42488,Bobby McCain,FS,28,7,14,Bobby McCain,WAS,Defense,31,37,68,287,0.19154929577464788
52481,Davon Hamilton,DT,16,3,15,Davon Hamilton,JAX,Defense,30,36,47,193,0.19583333333333333
43335,A'Shawn Robinson,DT,16,3,18,A'Shawn Robinson,LA,Defense,30,29,52,190,0.21487603305785125
44944,Deatrich Wise,DE,15,2,12,Deatrich Wise,NE,Defense,30,43,68,240,0.22077922077922077
53577,Ta'Quon Graham,DE,13,4,15,Ta'Quon Graham,ATL,Defense,30,35,56,228,0.19718309859154928
53609,Talanoa Hufanga,SS,28,11,12,Talanoa Hufanga,SF,Defense,30,41,58,239,0.19528619528619529
44854,Marcus Williams,FS,25,1,7,Marcus Williams,BAL,Defense,29,19,39,158,0.19796954314720813
48259,Darius Harris,ILB,19,2,11,Darius Harris,KC,Defense,29,22,35,133,0.20833333333333334
47843,Nasir Adderley,FS,21,2,8,Nasir Adderley,LAC,Defense,29,37,56,247,0.1848184818481848
47844,Taylor Rapp,FS,20,3,18,Taylor Rapp,LA,Defense,29,27,56,217,0.20512820512820512
44964,Desmond King,CB,27,5,7,Desmond King,HOU,Defense,29,36,47,186,0.2017167381974249
47854,Dre'Mont Jones,DE,14,4,11,Dre'Mont Jones,DEN,Defense,29,27,52,233,0.1824561403508772
45287,Kenny Moore,CB,30,5,11,Kenny Moore,IND,Defense,29,42,76,333,0.18581907090464547
42485,Adrian Amos,FS,29,5,12,Adrian Amos,GB,Defense,29,42,68,285,0.19263456090651557
48544,Shy Tuttle,DT,12,1,9,Shy Tuttle,NO,Defense,29,37,47,182,0.2052401746724891
54500,Roger McCreary,CB,42,6,8,Roger McCreary,TEN,Defense,29,37,67,293,0.18611111111111112
41915,Shaquil Barrett,OLB,16,2,11,Shaquil Barrett,TB,Defense,29,25,50,209,0.19305019305019305
46083,Marcus Davenport,DE,9,1,8,Marcus Davenport,NO,Defense,29,23,43,168,0.2037914691943128
43533,Jayron Kearse,FS,21,2,11,Jayron Kearse,DAL,Defense,28,22,42,168,0.2
47809,Montez Sweat,DE,13,1,11,Montez Sweat,WAS,Defense,28,36,61,211,0.22426470588235295
52852,Myles Hartsfield,FS,39,6,10,Myles Hartsfield,CAR,Defense,28,47,74,301,0.19733333333333333
53462,Tyson Campbell,CB,31,6,10,Tyson Campbell,JAX,Defense,28,28,58,321,0.15303430079155672
52444,Xavier McKinney,FS,24,3,14,Xavier McKinney,NYG,Defense,28,39,62,255,0.19558359621451105
42401,Markus Golden,OLB,13,2,13,Markus Golden,ARI,Defense,28,30,51,221,0.1875
42470,Damien Wilson,MLB,16,4,10,Damien Wilson,CAR,Defense,28,24,28,123,0.18543046357615894
47863,Sione Takitaki,OLB,17,1,17,Sione Takitaki,CLE,Defense,28,34,40,162,0.19801980198019803
54574,Coby Bryant,CB,29,8,8,Coby Bryant,SEA,Defense,27,23,49,198,0.19838056680161945
46097,Terrell Edmunds,SS,19,5,12,Terrell Edmunds,PIT,Defense,27,43,61,268,0.18541033434650456
46137,Justin Reid,SS,24,9,11,Justin Reid,KC,Defense,27,37,70,286,0.19662921348314608
53441,Micah Parsons,OLB,19,2,9,Micah Parsons,DAL,Defense,27,38,57,251,0.18506493506493507
47799,Brian Burns,OLB,16,7,15,Brian Burns,CAR,Defense,27,33,67,294,0.18559556786703602
38559,Harrison Smith,SS,36,2,7,Harrison Smith,MIN,Defense,27,26,58,241,0.1939799331103679
46146,Sam Hubbard,DE,20,5,13,Sam Hubbard,CIN,Defense,27,49,69,262,0.2084592145015106
47996,Donovan Wilson,SS,41,13,13,Donovan Wilson,DAL,Defense,27,52,74,276,0.21142857142857144
52471,Willie Gay,OLB,15,6,13,Willie Gay,KC,Defense,27,15,30,110,0.21428571428571427
43306,Keanu Neal,FS,25,8,11,Keanu Neal,TB,Defense,27,27,51,177,0.2236842105263158
43316,Kenny Clark,NT,13,1,18,Kenny Clark,GB,Defense,27,40,62,254,0.1962025316455696
47848,Zach Allen,DE,14,1,18,Zach Allen,ARI,Defense,27,35,69,272,0.20234604105571846
47802,Jeffery Simmons,DT,10,5,12,Jeffery Simmons,TEN,Defense,26,37,55,229,0.1936619718309859
41263,Demarcus Lawrence,DE,20,5,11,Demarcus Lawrence,DAL,Defense,26,30,47,184,0.20346320346320346
44851,Marcus Maye,FS,23,4,9,Marcus Maye,NO,Defense,26,34,44,210,0.1732283464566929
54503,Arnold Ebiketie,OLB,12,2,6,Arnold Ebiketie,ATL,Defense,26,30,51,204,0.2
44829,Jonathan Allen,DT,17,3,9,Jonathan Allen,WAS,Defense,26,42,64,251,0.20317460317460317
44827,Malik Hooker,FS,27,2,10,Malik Hooker,DAL,Defense,26,38,58,228,0.20279720279720279
43426,Dean Lowry,DE,17,1,10,Dean Lowry,GB,Defense,26,31,41,195,0.17372881355932204
46211,D.J. Reed,CB,34,5,6,D.J. Reed,NYJ,Defense,26,21,52,318,0.14054054054054055
38843,Rodney McLeod,FS,25,2,13,Rodney McLeod,IND,Defense,26,40,63,277,0.18529411764705883
48026,Nick Scott,SS,21,9,13,Nick Scott,LA,Defense,26,60,83,276,0.23119777158774374
46153,Justin Jones,DT,12,2,8,Justin Jones,CHI,Defense,26,27,55,206,0.210727969348659
53601,Deommodore Lenoir,CB,15,5,10,Deommodore Lenoir,SF,Defense,25,24,44,184,0.19298245614035087
46186,Jordan Whitehead,SS,27,10,19,Jordan Whitehead,NYJ,Defense,25,54,76,315,0.19437340153452684
52424,A.J. Terrell,CB,19,8,9,A.J. Terrell,ATL,Defense,25,28,54,218,0.19852941176470587
42441,Steven Nelson,CB,25,9,7,Steven Nelson,HOU,Defense,25,38,63,289,0.17897727272727273
53494,Andre Cisco,SS,32,6,14,Andre Cisco,JAX,Defense,25,44,78,321,0.19548872180451127
46074,Bradley Chubb,OLB,11,6,11,Bradley Chubb,DEN,Defense,25,30,54,213,0.20224719101123595
47877,Jamel Dean,CB,27,0,8,Jamel Dean,TB,Defense,25,17,50,325,0.13333333333333333
35466,Devin McCourty,FS,36,3,9,Devin McCourty,NE,Defense,25,39,67,276,0.19533527696793002
40039,Duron Harmon,SS,24,6,12,Duron Harmon,LV,Defense,25,35,64,280,0.18604651162790697
40017,Tyrann Mathieu,FS,27,8,13,Tyrann Mathieu,NO,Defense,25,56,67,309,0.17819148936170212
54523,Troy Andersen,ILB,14,6,13,Troy Andersen,ATL,Defense,25,20,25,105,0.19230769230769232
37308,Lawrence Guy,DT,8,0,11,Lawrence Guy,NE,Defense,25,23,26,123,0.174496644295302
43299,Eli Apple,CB,14,6,7,Eli Apple,CIN,Defense,24,25,53,244,0.17845117845117844
43301,Sheldon Rankins,DT,13,4,8,Sheldon Rankins,NYJ,Defense,24,26,50,176,0.22123893805309736
44938,Samson Ebukam,DE,11,3,10,Samson Ebukam,SF,Defense,24,25,42,169,0.1990521327014218
52445,Kyle Dugger,FS,16,2,7,Kyle Dugger,NE,Defense,24,18,36,128,0.21951219512195122
37778,Josh Bynes,ILB,18,3,10,Josh Bynes,BAL,Defense,24,34,38,156,0.1958762886597938
43435,Matt Judon,OLB,8,1,14,Matt Judon,NE,Defense,24,31,54,203,0.21011673151750973
47804,Darnell Savage,SS,23,9,7,Darnell Savage,GB,Defense,24,48,67,308,0.17866666666666667
43411,Andrew Billings,DT,6,4,12,Andrew Billings,LV,Defense,24,33,48,184,0.20689655172413793
46214,Bilal Nichols,DT,5,3,11,Bilal Nichols,LV,Defense,24,24,52,205,0.20233463035019456
53481,Jeremiah Owusu-Koramoah,OLB,26,8,14,Jeremiah Owusu-Koramoah,CLE,Defense,24,37,47,166,0.22065727699530516
47964,Jaquan Johnson,FS,11,4,13,Jaquan Johnson,BUF,Defense,24,22,29,123,0.19078947368421054
47888,Chauncey Gardner-Johnson,SS,36,10,5,Chauncey Gardner-Johnson,PHI,Defense,24,42,57,264,0.17757009345794392
37097,Cameron Jordan,DE,18,6,13,Cameron Jordan,NO,Defense,23,41,57,219,0.20652173913043478
47795,Rashan Gary,OLB,13,4,11,Rashan Gary,GB,Defense,23,26,55,220,0.2
53465,Jevon Holland,FS,40,5,9,Jevon Holland,MIA,Defense,23,46,78,311,0.20051413881748073
48476,Nik Needham,CB,15,1,6,Nik Needham,MIA,Defense,23,18,35,158,0.18134715025906736
41239,Aaron Donald,DT,13,1,16,Aaron Donald,LA,Defense,23,28,54,249,0.1782178217821782
45643,Dylan Cole,ILB,14,6,10,Dylan Cole,TEN,Defense,23,23,29,119,0.19594594594594594
46117,Uchenna Nwosu,OLB,18,6,15,Uchenna Nwosu,SEA,Defense,23,36,67,255,0.2080745341614907
47947,E.J. Speed,OLB,18,0,11,E.J. Speed,IND,Defense,23,23,28,109,0.20437956204379562
44873,Josh Jones,FS,20,7,4,Josh Jones,SEA,Defense,23,26,39,175,0.1822429906542056
43333,Jihad Ward,OLB,15,3,7,Jihad Ward,NYG,Defense,23,24,48,178,0.21238938053097345
47816,Byron Murphy,CB,29,3,6,Byron Murphy,ARI,Defense,23,28,70,336,0.1724137931034483
46456,Darious Williams,CB,14,9,11,Darious Williams,JAX,Defense,23,28,51,234,0.17894736842105263
47846,Juan Thornhill,FS,22,6,9,Juan Thornhill,KC,Defense,23,42,70,290,0.19444444444444445
43441,Matt Ioannidis,DT,5,4,13,Matt Ioannidis,CAR,Defense,23,34,59,239,0.19798657718120805
46902,Robert Spillane,ILB,12,2,11,Robert Spillane,PIT,Defense,23,29,34,138,0.19767441860465115
53447,Jaelan Phillips,OLB,13,10,13,Jaelan Phillips,MIA,Defense,23,37,53,229,0.1879432624113475
54708,Jaylen Watson,CB,23,7,5,Jaylen Watson,KC,Defense,22,21,39,212,0.1553784860557769
42030,K'Waun Williams,CB,22,4,7,K'Waun Williams,DEN,Defense,22,22,43,197,0.17916666666666667
43387,Justin Simmons,FS,14,6,9,Justin Simmons,DEN,Defense,22,21,40,164,0.19607843137254902
44976,Matt Milano,OLB,31,6,6,Matt Milano,BUF,Defense,22,39,54,233,0.18815331010452963
41270,Lamarcus Joyner,SS,16,6,18,Lamarcus Joyner,NYJ,Defense,22,38,66,318,0.171875
54505,Boye Mafe,OLB,16,1,5,Boye Mafe,SEA,Defense,22,17,30,137,0.17964071856287425
46194,Avonte Maddox,CB,15,7,10,Avonte Maddox,PHI,Defense,22,21,38,165,0.18719211822660098
47973,Armon Watts,NT,12,2,10,Armon Watts,CHI,Defense,22,20,37,140,0.20903954802259886
38542,Fletcher Cox,DT,6,1,10,Fletcher Cox,PHI,Defense,22,25,42,170,0.19811320754716982
44828,Marlon Humphrey,CB,20,4,10,Marlon Humphrey,BAL,Defense,22,32,63,282,0.1826086956521739
53592,Darrick Forrest,SS,26,2,10,Darrick Forrest,WAS,Defense,22,33,53,203,0.20703125
54469,Ahmad Gardner,CB,31,4,13,Ahmad Gardner,NYJ,Defense,22,38,67,311,0.17724867724867724
52479,Justin Madubuike,DT,8,3,11,Justin Madubuike,BAL,Defense,22,25,46,177,0.2062780269058296
46099,Mike Hughes,CB,12,1,9,Mike Hughes,DET,Defense,22,16,30,139,0.17751479289940827
43797,Cory Littleton,OLB,14,4,12,Cory Littleton,CAR,Defense,22,26,38,137,0.21714285714285714
54936,Kader Kohou,CB,33,5,3,Kader Kohou,MIA,Defense,21,29,48,187,0.20425531914893616
52506,Malik Harrison,OLB,15,4,8,Malik Harrison,BAL,Defense,21,27,33,133,0.19879518072289157
47941,Michael Jackson,CB,35,5,2,Michael Jackson,SEA,Defense,21,30,60,300,0.16666666666666666
47917,Greg Gaines,NT,4,2,10,Greg Gaines,LA,Defense,21,30,53,220,0.19413919413919414
46132,Carlton Davis,CB,30,4,6,Carlton Davis,TB,Defense,21,21,43,220,0.1634980988593156
53611,Adetokunbo Ogundeji,OLB,6,7,10,Adetokunbo Ogundeji,ATL,Defense,21,26,35,162,0.17766497461928935
46165,Harrison Phillips,DT,9,1,11,Harrison Phillips,MIN,Defense,21,28,45,197,0.1859504132231405
53596,Nate Hobbs,CB,29,4,8,Nate Hobbs,LV,Defense,21,26,34,179,0.1596244131455399
52496,Jordan Elliott,DT,7,3,6,Jordan Elliott,CLE,Defense,21,34,51,188,0.21338912133891214
46197,Kentavius Street,DT,6,1,5,Kentavius Street,NO,Defense,21,26,34,143,0.192090395480226
47786,Quinnen Williams,NT,14,2,10,Quinnen Williams,NYJ,Defense,21,35,57,209,0.21428571428571427
53476,Asante Samuel,CB,25,4,3,Asante Samuel,LAC,Defense,21,15,51,285,0.15178571428571427
33131,Calais Campbell,DE,8,4,10,Calais Campbell,BAL,Defense,21,27,35,176,0.16587677725118483
42560,Rakeem Nunez-Roches,NT,9,1,8,Rakeem Nunez-Roches,TB,Defense,21,34,45,177,0.20270270270270271
43323,Jaylon Smith,MLB,15,1,10,Jaylon Smith,NYG,Defense,21,26,28,110,0.2028985507246377
41595,Mike Pennel,NT,8,1,3,Mike Pennel,CHI,Defense,21,15,29,107,0.21323529411764705
43373,Kendall Fuller,CB,25,2,7,Kendall Fuller,WAS,Defense,21,31,62,301,0.17079889807162535
42431,Danielle Hunter,OLB,20,6,9,Danielle Hunter,MIN,Defense,21,30,62,243,0.20327868852459016
38868,Tashaun Gipson,FS,22,0,5,Tashaun Gipson,SF,Defense,21,36,55,250,0.18032786885245902
42480,Grady Jarrett,DT,13,2,12,Grady Jarrett,ATL,Defense,20,39,65,274,0.19174041297935104
53460,Odafe Oweh,OLB,16,5,8,Odafe Oweh,BAL,Defense,20,29,54,211,0.2037735849056604
43378,Javon Hargrave,DT,15,3,5,Javon Hargrave,PHI,Defense,20,27,38,170,0.18269230769230768
53504,Osa Odighizuwa,DT,11,2,6,Osa Odighizuwa,DAL,Defense,20,34,42,178,0.19090909090909092
46205,Marquis Haynes,OLB,6,1,7,Marquis Haynes,CAR,Defense,20,21,37,145,0.2032967032967033
43356,Maliek Collins,DT,7,0,5,Maliek Collins,HOU,Defense,20,16,30,117,0.20408163265306123
53583,Michael Carter,CB,25,4,4,Michael Carter,NYJ,Defense,20,27,47,189,0.19915254237288135
43757,Andrew Adams,SS,20,3,7,Andrew Adams,TEN,Defense,20,16,33,150,0.18032786885245902
43787,Roy Robertson-Harris,DT,15,4,11,Roy Robertson-Harris,JAX,Defense,20,28,53,214,0.19850187265917604
54468,Derek Stingley,CB,29,3,8,Derek Stingley,HOU,Defense,20,30,59,287,0.17052023121387283
54560,Zach Carter,DT,9,4,9,Zachary Carter,CIN,Defense,20,24,39,153,0.203125
46098,Taven Bryan,DT,5,2,6,Taven Bryan,CLE,Defense,20,18,36,149,0.1945945945945946
35562,Al Woods,NT,13,1,9,Al Woods,SEA,Defense,20,16,33,129,0.2037037037037037
44830,Adoree' Jackson,CB,33,7,8,Adoree' Jackson,NYG,Defense,20,27,48,242,0.16551724137931034
52522,Leki Fotu,DT,8,2,10,Leki Fotu,ARI,Defense,20,23,40,148,0.2127659574468085
46757,Charvarius Ward,CB,25,0,9,Charvarius Ward,SF,Defense,20,21,42,218,0.16153846153846155
42543,Quandre Diggs,FS,26,7,13,Quandre Diggs,SEA,Defense,20,35,68,323,0.17391304347826086
47867,Khalen Saunders,DT,13,1,13,Khalen Saunders,KC,Defense,20,17,23,100,0.18699186991869918
52578,Broderick Washington,DT,12,3,9,Broderick Washington,BAL,Defense,20,25,36,138,0.20689655172413793
48089,Malik Reed,OLB,7,2,10,Malik Reed,PIT,Defense,20,27,50,179,0.2183406113537118
